Customer ID,Avg_Discount,Total_Sales,Total_Profit,Order_Count,prediction
CP-12340,0.21333333333333335,5888.275,-1850.3029000000004,8,1
PM-18940,0.15,1405.4019999999998,157.8768,3,0
TB-21250,0.24736842105263154,1602.3759999999997,260.6155,7,2
CK-12595,0.18400000000000002,2372.7500000000005,497.7098,11,1
SC-20680,0.0,1254.64,370.15779999999995,6,0
HM-14980,0.17142857142857146,736.2760000000001,117.2755,4,2
AW-10840,0.19999999999999998,649.3760000000001,65.7725,4,2
GT-14755,0.2,226.43599999999998,-6.139200000000002,4,2
KB-16405,0.044444444444444446,908.8209999999998,274.297,3,0
RD-19720,0.1575,1419.737,207.3304,10,1
SW-20455,0.1111111111111111,2921.544,793.6547999999999,7,1
SC-20260,0.19722222222222227,3729.792999999999,671.0034,8,1
MB-17305,0.17368421052631577,1548.702,212.42499999999998,10,1
JW-15220,0.07142857142857142,7721.714,2173.7093999999997,6,3
NM-18445,0.042857142857142864,6459.344,2751.6848999999997,7,3
CD-12790,0.02666666666666667,1860.732,403.8422,5,0
GH-14425,0.19,4172.8460000000005,1176.4181,4,0
NS-18505,0.20666666666666667,2575.863,-12.303999999999998,4,2
CS-12400,0.21428571428571433,3651.8585000000003,-342.80330000000004,9,1
ST-20530,0.19999999999999998,433.34000000000003,84.4419,7,2
HK-14890,0.2133333333333334,4877.784000000001,956.9451,8,1
GM-14695,0.05454545454545456,6049.965999999999,188.7235,3,0
FA-14230,0.25882352941176473,2984.0539999999996,520.5229,7,2
SV-20815,0.19999999999999998,1271.0900000000001,199.6502,4,2
BS-11800,0.0,949.43,194.0516,2,0
SC-20845,0.2,280.63200000000006,31.1757,2,2
CC-12550,0.15000000000000002,113.832,33.8706,3,0
PT-19090,0.37142857142857144,160.572,-20.0508,4,2
LM-17065,0.05714285714285715,1346.774,-44.877999999999986,5,0
NC-18535,0.13666666666666666,8241.739,1314.758,7,3
JE-16165,0.028571428571428574,2697.248,789.6476,3,0
MO-17800,0.16363636363636364,1687.0269999999998,169.34369999999998,8,1
DB-12910,0.15416666666666665,2171.5989999999997,431.37480000000005,8,1
JS-15940,0.3375,469.169,-327.9336,5,2
BD-11725,0.02,1526.5,333.9791,6,0
AS-10135,0.06666666666666667,58.82,21.8496,2,0
SC-20695,0.15714285714285717,2576.408,611.8290999999999,10,1
JM-15580,0.1142857142857143,303.948,113.12040000000002,5,0
MK-17905,0.3,2302.368,-405.3559000000001,8,2
VP-21760,0.17142857142857146,3360.5260000000003,-1018.7768000000002,7,1
SW-20245,0.25999999999999995,1085.078,-19.60620000000001,7,2
AS-10045,0.355,3050.692,-253.5746,7,2
SC-20725,0.15,5226.209999999999,1276.6513000000002,11,1
JF-15565,0.175,4198.332,1073.2087999999999,8,1
BH-11710,0.18333333333333335,6255.351,802.7898,8,1
AI-10855,0.07222222222222222,4375.786,867.7271,10,1
AS-10090,0.18,3255.3099999999995,64.53739999999998,9,1
MG-17875,0.24285714285714285,1242.8329999999999,-470.7684,5,2
RD-19660,0.08,2786.632,835.772,5,0
SM-20905,0.2833333333333333,1043.0410000000002,-237.2885,1,2
XP-21865,0.04642857142857144,2374.6580000000004,621.23,11,1
BF-11020,0.2571428571428572,2888.5059999999994,302.02,8,1
MC-17845,0.1,3805.714,698.4173999999999,7,1
GZ-14470,0.07857142857142858,4355.150000000001,1087.7539,9,1
RB-19360,0.09444444444444443,15117.339,6976.0959,6,3
BT-11530,0.1,2684.4919999999997,409.4983,5,0
LD-17005,0.028571428571428574,1961.934,557.1714000000001,4,0
BW-11065,0.13333333333333333,385.516,-58.2866,3,0
JM-15865,0.18461538461538465,7625.076000000001,1574.6163999999999,7,3
SP-20545,0.26,1306.086,-118.77570000000004,6,2
RB-19330,0.31666666666666665,1008.1959999999999,-164.40619999999998,2,2
SP-20860,0.20833333333333334,4282.9400000000005,566.7225999999999,10,1
MJ-17740,0.21333333333333335,6320.746,1054.5529000000001,7,1
MY-18295,0.24380952380952386,4152.696,-371.7111,11,1
MP-18175,0.15526315789473683,5087.919999999999,226.45289999999994,9,1
CS-12130,0.1142857142857143,884.64,143.83390000000003,4,0
KC-16255,0.02,2120.954,846.1217000000001,6,0
HR-14830,0.09999999999999999,5248.787,1196.9504,7,1
TH-21115,0.23333333333333334,2942.772,-252.5539,4,2
JL-15850,0.23636363636363641,2725.2560000000003,779.9045999999998,6,2
LC-16870,0.23999999999999996,2580.7039999999997,-188.25110000000004,8,1
BT-11305,0.044444444444444446,2567.6560000000004,417.59180000000003,5,0
EA-14035,0.3,2846.7049999999995,-52.740600000000015,13,1
JH-15430,0.31428571428571433,309.28099999999995,-24.0771,4,2
SV-20935,0.23076923076923078,1903.491,106.89120000000001,8,1
DB-13120,0.14285714285714285,2973.094,-1421.7692000000002,7,1
BB-10990,0.19999999999999998,744.3399999999999,11.583900000000007,5,2
TP-21415,0.462,5329.004800000001,-1087.3898,5,2
JK-16120,0.20588235294117646,2932.484,122.65659999999997,10,1
AH-10210,0.0923076923076923,4805.344000000001,1308.5546,9,1
SC-20230,0.10909090909090911,4371.958,440.1410000000001,4,0
TZ-21580,0.08888888888888889,1707.286,224.88869999999997,4,0
BK-11260,0.20625000000000004,659.1379999999999,-63.76440000000001,6,2
MF-17665,0.1375,937.0390000000001,-341.52650000000006,5,0
DO-13645,0.09090909090909091,1267.3159999999998,294.0676000000001,7,0
DK-13090,0.13846153846153844,2650.5570000000002,536.3935,7,1
SP-20650,0.15333333333333335,1872.4360000000001,268.4782,9,1
AG-10765,0.45999999999999996,170.584,-8.430999999999997,4,2
EM-14200,0.125,366.822,21.772099999999995,3,0
KN-16390,0.21764705882352944,2617.272,-151.15179999999998,9,1
BW-11110,0.1411764705882353,4750.358,921.2574,8,1
ED-13885,0.21428571428571427,3484.92,670.4435000000001,8,1
AS-10240,0.2692307692307692,584.608,33.715799999999994,7,2
LS-17200,0.2,1010.256,244.197,6,2
AJ-10795,0.08333333333333334,4501.391,1158.7064,7,1
CS-12490,0.25000000000000006,1077.2285,-302.87610000000006,4,2
JO-15550,0.23636363636363636,1090.838,167.67090000000002,5,2
ER-13855,0.2,1245.788,-295.7398,3,2
DJ-13510,0.06923076923076922,2501.688,345.2521,8,1
SD-20485,0.10476190476190476,6121.113999999999,1985.1672,9,3
AH-10465,0.13999999999999999,2495.3916,-196.12009999999995,5,0
NC-18340,0.0411764705882353,2461.404,580.3074999999999,5,0
DO-13435,0.15769230769230771,1300.0315,-38.90860000000001,9,1
CK-12205,0.23437500000000008,3154.8550000000005,141.28309999999996,13,1
MD-17860,0.2875,1204.9099999999999,-4.0403000000000056,5,2
TH-21550,0.06923076923076922,4234.0960000000005,-571.9678000000001,7,1
TM-21490,0.05,1094.6779999999999,292.52099999999996,3,0
EM-13810,0.14285714285714285,2567.0099999999998,-133.8275,5,0
LF-17185,0.31875000000000003,3930.509,-3583.977,7,2
SC-20380,0.19000000000000003,5992.535999999999,236.66149999999993,9,1
PK-18910,0.3666666666666667,1441.152,-798.705,2,2
IM-15055,0.1,2872.63,975.7701,3,0
BS-11755,0.13214285714285715,2562.382,-113.29840000000003,7,1
AO-10810,0.2,161.28,12.096,1,2
JB-16000,0.07428571428571429,644.1188,126.76490000000001,7,0
AG-10900,0.16666666666666666,4510.797,343.68240000000003,10,1
KD-16345,0.12999999999999998,1888.9639999999997,328.59420000000006,6,0
SH-20395,0.23333333333333334,2180.718,-144.52289999999996,10,1
PK-19075,0.076,8646.934000000001,2038.2676000000004,12,3
RA-19915,0.27954545454545454,4793.543,304.86729999999994,9,1
JB-16045,0.18888888888888888,2518.115,201.51850000000002,5,2
CM-12655,0.072,6339.557600000001,1572.4585,6,3
DS-13180,0.15350000000000003,2881.8127999999997,163.6993,9,1
GW-14605,0.15555555555555556,2189.0190000000002,-268.5423,7,1
CC-12145,0.0818181818181818,2471.6500000000005,392.2825,7,0
DK-12985,0.1625,1687.0400000000002,-107.35379999999999,5,0
CS-12505,0.19999999999999998,5690.055,-6626.389499999999,6,2
SC-20800,0.12000000000000002,279.256,51.8252,4,0
PW-19030,0.038461538461538464,3454.9160000000006,803.8169000000001,10,1
BN-11515,0.023529411764705882,1459.3439999999998,340.7054,5,0
VM-21685,0.09999999999999999,2454.8659999999995,513.5269000000001,7,0
JK-16090,0.19999999999999998,3747.668,586.6625000000001,3,2
AA-10645,0.06388888888888888,5086.935,857.8032999999999,6,0
EG-13900,0.2,1832.0199999999998,104.2656,5,2
RM-19375,0.044444444444444446,1453.4740000000002,392.1499,6,0
TR-21325,0.028571428571428574,675.942,220.3644,5,0
LP-17080,0.1111111111111111,756.606,110.78129999999999,4,0
CS-11860,0.2285714285714286,537.6320000000001,105.8275,6,2
BD-11605,0.07250000000000001,3288.471,634.8463,7,0
RR-19525,0.06000000000000001,3302.2619999999997,721.6826000000001,6,0
SC-20440,0.28,1874.998,379.5611,7,2
FC-14245,0.1357142857142857,3418.742,1217.1662000000001,7,1
JE-15610,0.16000000000000003,7754.976000000001,1623.4019,7,3
SA-20830,0.1928571428571429,4767.3415,610.1496000000001,10,1
TN-21040,0.19999999999999998,3130.221,-692.0452000000001,7,2
SG-20470,0.15,1884.798,-119.0105,8,1
AR-10405,0.09999999999999999,2236.1279999999997,-98.76459999999999,5,0
JH-16180,0.22000000000000003,2256.3940000000002,-96.95300000000002,4,2
TC-21145,0.0,1038.26,265.5332,1,0
CM-11815,0.12,1673.8880000000001,214.46300000000002,6,0
DM-12955,0.16666666666666666,1322.0339999999999,108.7583,7,1
AC-10660,0.18333333333333335,657.316,-28.70039999999999,5,2
JW-15955,0.0818181818181818,1244.086,-29.575900000000004,7,0
EH-13945,0.29411764705882354,684.171,53.5398,8,2
RD-19900,0.05714285714285714,3133.924,455.52919999999995,9,1
AD-10180,0.05833333333333333,6106.879999999999,1869.9294,8,3
RD-19480,0.10666666666666667,4272.930000000001,480.594,8,1
JL-15835,0.08823529411764706,9799.923,228.90699999999998,11,3
SV-20365,0.15625,11470.949999999999,1199.4242,10,3
AH-10030,0.09090909090909091,1744.6999999999998,365.2152,7,0
EM-14095,0.1,1041.042,240.2362,4,0
HA-14905,0.22999999999999998,2163.3,270.8574,7,2
ES-14020,0.125,3510.4579999999996,1003.2934999999999,5,0
FC-14335,0.15999999999999998,3889.3659999999995,714.2926,7,1
HG-14845,0.19,785.6279999999999,147.0032,5,2
IL-15100,0.07142857142857142,5040.736000000001,1121.937,7,1
DE-13255,0.1111111111111111,2550.874,464.4714,5,0
MO-17950,0.35,154.288,-82.0074,2,2
DW-13540,0.17777777777777778,344.08000000000004,69.6672,5,2
TW-21025,0.09999999999999999,5278.826,737.3905000000001,7,1
TA-21385,0.08,14595.620000000003,4703.7883,4,3
JL-15505,0.07058823529411765,3173.874,591.7163,6,0
SB-20185,0.1416666666666667,6410.996000000001,885.4623999999999,6,1
DD-13570,0.24444444444444446,269.54200000000003,36.4344,6,2
MV-17485,0.24000000000000002,1560.05,189.0258,9,1
HA-14920,0.20000000000000004,2584.158,99.14450000000004,8,1
DB-13270,0.2076923076923077,4655.897,841.8263999999999,8,1
KB-16240,0.14999999999999997,3152.615,763.9075999999999,7,1
MF-18250,0.06666666666666667,1758.3000000000002,456.86080000000004,5,0
Dl-13600,0.21666666666666667,755.602,175.2388,5,2
JF-15295,0.1142857142857143,955.1239999999999,97.289,5,0
JK-15625,0.11666666666666665,3760.028,750.9484999999999,7,1
WB-21850,0.20540540540540542,6160.102000000001,714.3311000000002,11,1
BD-11635,0.1,582.646,141.53400000000002,3,0
DJ-13630,0.0625,3356.3979999999997,731.5644,3,0
PO-19195,0.19,1056.858,-49.70089999999999,5,2
JF-15190,0.12105263157894738,2279.5860000000002,575.1258999999999,7,1
DB-13660,0.16,1155.202,177.6735,7,1
MC-17275,0.13076923076923078,2725.982,461.0014,8,1
JH-15820,0.15000000000000002,528.91,26.0822,6,0
CK-12325,0.18333333333333335,2945.3210000000004,261.22090000000003,5,2
ES-14080,0.26,4657.924,246.6661,9,1
MH-18025,0.13,2984.9480000000003,476.90319999999997,5,0
DW-13195,0.24444444444444446,1080.751,-86.8738,6,2
SE-20110,0.1105263157894737,12209.438000000002,2650.6768999999995,11,3
CC-12610,0.27499999999999997,2540.631,331.43399999999997,7,2
MW-18235,0.06666666666666667,5253.876,1665.516,2,0
LH-17020,0.4666666666666666,318.239,-242.73989999999998,4,2
SK-19990,0.22000000000000003,883.4089999999999,168.79330000000002,3,2
BG-11035,0.19166666666666665,2798.9479999999994,-711.4274,8,1
CL-11890,0.05714285714285715,1262.014,328.0847,4,0
EJ-13720,0.175,2162.174,387.0176,4,0
EJ-14155,0.0625,2656.691,451.8755,5,0
SJ-20125,0.23333333333333336,3949.656000000001,144.11889999999997,12,1
TB-21355,0.06153846153846154,834.328,268.967,5,0
GT-14635,0.25,9351.212,-4108.6589,3,2
NF-18385,0.25,8322.826,-1695.9713999999994,7,1
ON-18715,0.16,1567.52,-5.88900000000001,9,1
RA-19885,0.04000000000000001,3832.3140000000003,1292.8656,7,0
BD-11560,0.0,320.53999999999996,116.714,2,0
EB-13975,0.28333333333333327,1643.2549999999999,162.8781,4,2
NP-18700,0.19615384615384618,7903.182499999999,631.2281999999999,7,1
DV-13465,0.11333333333333333,3341.587,353.2126999999999,6,0
GM-14440,0.11818181818181818,3582.8199999999997,347.26599999999996,7,1
BT-11395,0.14999999999999997,2186.6130000000003,257.9163,6,0
AR-10825,0.07692307692307693,4523.335999999999,494.83520000000004,8,1
CB-12535,0.049999999999999996,4246.4555,1049.5601000000001,8,1
AH-10075,0.135,3250.337,281.18899999999996,10,1
DP-13165,0.15000000000000002,1058.616,-40.93759999999999,2,0
BP-11290,0.3,2475.157,-319.06370000000004,7,2
KS-16300,0.27499999999999997,88.472,0.11099999999999888,3,2
DB-13555,0.15142857142857144,3908.8028,109.32700000000001,7,1
BM-11575,0.18,808.1619999999999,95.58160000000001,6,2
HG-14965,0.17058823529411768,3247.6420000000007,-2797.9635000000003,12,1
JL-15130,0.26666666666666666,1214.9559999999997,-207.79560000000004,6,2
PC-18745,0.21999999999999997,1832.064,272.68499999999995,4,2
JJ-15760,0.06666666666666667,195.0,34.449200000000005,2,0
MH-17440,0.07777777777777778,400.0160000000001,61.4286,4,0
AB-10600,0.375,1515.862,-274.9604,4,2
AH-10195,0.35,1587.452,-378.5509,4,2
RE-19450,0.13333333333333333,876.6959999999999,209.2294,5,0
FW-14395,0.0,79.75,23.491300000000003,3,0
LC-17140,0.1842105263157895,2633.582,231.1252,9,1
TD-20995,0.24375,1434.548,88.1897,9,1
JC-16105,0.044444444444444446,858.576,201.59519999999998,5,0
VP-21730,0.04,993.9019999999999,205.38880000000003,3,0
BW-11200,0.15,1738.4060000000002,246.99729999999997,6,0
FM-14215,0.09333333333333334,2456.6379999999995,249.68079999999998,10,1
EN-13780,0.044444444444444446,2199.366,496.1131,4,0
SR-20425,0.36666666666666664,3233.481,-3333.9144000000006,5,2
AG-10330,0.23333333333333334,660.972,-5.137100000000004,5,2
TS-21205,0.15789473684210525,5371.09,862.8877,7,1
SB-20290,0.24117647058823527,8057.891,-2082.7451,7,1
NS-18640,0.21538461538461545,2964.8230000000003,-234.77140000000003,13,1
HL-15040,0.018181818181818184,12873.297999999999,5622.4292000000005,6,3
TT-21220,0.21333333333333337,1427.0439999999999,278.7371,8,1
QJ-19255,0.12307692307692308,6108.337999999999,1203.6768000000002,9,1
MS-17980,0.17272727272727273,855.1160000000001,55.226000000000006,6,2
MG-17650,0.1285714285714286,3785.2759999999994,341.898,7,1
Dp-13240,0.18620689655172415,7198.761,333.3648000000002,11,1
BT-11485,0.06666666666666667,415.19599999999997,126.8694,2,0
KC-16675,0.08571428571428573,1146.05,156.7797,4,0
MA-17560,0.09411764705882353,4299.160999999999,1240.2266,11,1
TC-21295,0.13125,4266.812,606.3727,8,1
TB-21520,0.265,4737.486,-1603.0451,9,1
EB-14110,0.20909090909090908,3071.126,184.7656,6,2
BD-11770,0.12,658.4659999999999,141.265,6,0
KL-16555,0.29545454545454547,5016.488,-182.78130000000002,8,1
GM-14680,0.14545454545454548,3163.6280000000006,35.48650000000002,6,0
MH-17620,0.23333333333333336,1252.8,122.3612,4,2
BG-11740,0.14285714285714285,1006.356,119.3479,6,0
MS-17770,0.09999999999999999,3144.6779999999994,280.85839999999996,9,1
HW-14935,0.045,9300.254,2164.1610999999994,8,3
DL-12865,0.15,1503.112,322.2449,8,1
NR-18550,0.22307692307692303,2367.277,-25.148799999999973,5,2
CM-12385,0.12,8954.019999999999,3899.8903999999998,4,3
BM-11785,0.25000000000000006,1338.8419999999999,137.7439,10,1
MT-18070,0.2427272727272727,1319.4497999999999,-23.676300000000012,4,2
LT-16765,0.13333333333333333,329.876,59.036,3,0
LR-17035,0.275,1879.306,-382.80789999999996,5,2
ZD-21925,0.1111111111111111,1493.944,249.1307,5,0
SS-20875,0.23999999999999996,964.636,-75.586,5,2
RA-19285,0.16470588235294117,2617.906,546.0882,9,1
LH-16900,0.12666666666666665,2295.332,526.0726999999999,9,1
SN-20710,0.1168421052631579,3127.9592000000002,481.7499,7,1
CG-12040,0.18888888888888886,904.468,86.51060000000001,6,2
PS-18760,0.22380952380952382,2181.4790000000003,-134.44099999999997,6,2
MM-17260,0.13333333333333333,1314.0230000000001,178.40200000000002,4,0
JB-15400,0.20625,1791.6049999999998,156.05319999999998,10,1
CV-12805,0.2431578947368421,2370.3136,98.99749999999999,9,1
RS-19765,0.11428571428571428,4159.77,1206.3851,8,1
CM-12235,0.07500000000000001,2305.712,365.03869999999995,5,0
KB-16315,0.19545454545454544,1569.464,49.71929999999998,9,1
MH-18115,0.16818181818181818,5503.093000000001,170.9746,9,1
JG-15115,0.24285714285714283,2358.676,684.1911,3,2
DB-13060,0.1846153846153846,4531.646000000001,473.0272,7,1
FP-14320,0.13571428571428573,4046.746,406.44730000000004,8,1
FH-14275,0.1285714285714286,4256.272,1073.2676,10,1
DH-13675,0.12272727272727271,1043.096,116.66700000000002,4,0
KH-16360,0.15,3100.612,528.2051,6,0
RW-19540,0.13478260869565217,7397.401000000001,1586.6273,7,3
AG-10270,0.014285714285714287,2582.898,732.7399000000001,5,0
PR-18880,0.11666666666666665,1840.1779999999997,247.6226,5,0
RC-19825,0.11000000000000001,966.4089999999999,63.9914,6,0
SM-20950,0.12727272727272726,5563.392,581.5741999999999,12,1
TB-21625,0.14,2797.6679999999997,379.882,9,1
BB-11545,0.195,6765.728000000001,1015.0749999999998,9,1
EB-14170,0.22857142857142856,1186.3259999999998,282.1701,6,2
CS-11950,0.26363636363636367,3036.547,-126.4223,11,1
BS-11590,0.29999999999999993,2454.928,381.7807,6,2
LR-16915,0.17500000000000002,5142.892,535.4763999999999,6,1
GA-14725,0.17954545454545456,1398.3819999999998,136.70789999999997,11,1
MM-18280,0.14166666666666666,775.414,58.891600000000004,9,1
AM-10705,0.06363636363636364,5664.022,1085.7326,8,1
MN-17935,0.26,2477.946,290.8227,6,2
GR-14560,0.0,1284.38,359.83320000000003,2,0
NF-18595,0.11666666666666665,2031.472,388.2131,7,0
DK-12835,0.17777777777777778,3256.4799999999996,881.1228,12,1
TH-21100,0.17142857142857143,2422.824,-135.21249999999998,5,2
AT-10435,0.19999999999999998,1171.8139999999996,100.87680000000002,6,2
AM-10360,0.125,814.0120000000001,194.9878,5,0
JG-15160,0.1111111111111111,6366.392,1415.6664,11,3
MG-17890,0.11923076923076924,776.384,171.7372,9,1
VG-21790,0.07500000000000001,846.0100000000002,143.6268,6,0
EB-13870,0.29090909090909095,2767.2189999999996,261.53150000000005,10,1
SC-20305,0.21666666666666667,3979.065,229.1617,7,1
JR-16210,0.22000000000000003,2201.6859999999997,452.373,5,2
SF-20200,0.12666666666666665,3422.786,286.9046,9,1
KC-16540,0.2,3908.262,709.4219,4,2
KB-16600,0.26666666666666666,983.922,293.55240000000003,7,2
BD-11620,0.175,1538.1099999999997,206.75689999999997,6,2
KD-16270,0.18750000000000003,8282.358,1107.6951999999999,5,3
CM-12160,0.24285714285714285,2533.314,-394.3686,6,2
AP-10915,0.0935483870967742,3323.556,579.3113,10,1
DC-12850,0.21111111111111114,3336.1680000000006,-1441.6312999999998,9,1
JC-15775,0.12187499999999998,2772.0550000000003,279.56919999999997,9,1
BP-11095,0.165,2442.044,433.9751,12,1
SV-20785,0.184,4105.305,485.02720000000005,9,1
BN-11470,0.16666666666666666,265.296,36.613099999999996,4,0
EB-13705,0.2583333333333334,3644.9780000000005,13.621500000000015,9,1
LH-16750,0.3666666666666667,287.426,12.6277,3,2
JS-16030,0.18333333333333332,2516.494,-311.25750000000005,6,2
SW-20755,0.1,758.6959999999999,68.2416,2,0
PB-19150,0.12727272727272726,1456.95,280.6606,8,1
LO-17170,0.25555555555555554,644.35,150.1712,5,2
LB-16795,0.23749999999999996,4985.676,-52.19100000000004,8,1
DB-13615,0.14545454545454548,1989.0500000000002,438.8012,7,1
FM-14380,0.15714285714285717,2523.266,191.4898,9,1
AJ-10945,0.04,1839.24,521.1351999999999,7,0
SS-20140,0.11428571428571428,1324.0280000000002,332.34869999999995,8,1
CR-12625,0.0,475.9,144.7594,3,0
JW-16075,0.32857142857142857,1428.7309999999998,154.06369999999998,4,2
JR-15670,0.3,1156.658,-785.1645,2,2
CA-11965,0.11199999999999999,3789.7228000000005,1143.3817000000001,6,0
HR-14770,0.04615384615384616,1299.288,185.57940000000002,5,0
NC-18415,0.2642857142857143,2218.9900000000002,-2204.8071999999997,6,2
RF-19735,0.014285714285714287,2341.2960000000003,711.6168,7,0
DK-13375,0.10869565217391304,3318.486,377.0799,8,1
SW-20350,0.21666666666666665,1019.0439999999999,95.8383,3,2
BO-11350,0.2333333333333333,2682.728,278.77700000000004,5,2
VG-21805,0.10000000000000002,427.372,-52.33299999999999,5,0
SJ-20215,0.37,1341.0359999999998,-23.5137,6,2
JC-15385,0.05,1058.1080000000002,502.92440000000005,1,0
TB-21190,0.025,816.174,179.0038,4,0
RM-19675,0.045454545454545456,5979.0960000000005,1902.5438,5,3
RB-19705,0.15714285714285717,2067.45,243.07549999999998,4,0
TS-21370,0.11666666666666667,11891.751,2371.7144,6,3
RB-19435,0.1625,2663.0860000000002,477.2398999999999,8,1
KT-16480,0.1476923076923077,4642.088400000001,194.06709999999998,10,1
TH-21235,0.2076923076923077,1022.2010000000001,92.729,8,1
AG-10300,0.08,367.548,59.288399999999996,4,0
MC-17605,0.2222222222222222,2258.192,195.4486,8,1
MH-17785,0.07272727272727274,2203.778,238.56140000000002,7,0
AH-10120,0.2375,1735.514,-2.314600000000027,7,2
JP-15520,0.059375000000000004,3635.5940000000005,757.1802000000001,7,0
MS-17710,0.22,1613.402,247.4348,6,2
AP-10720,0.16315789473684214,1638.5539999999999,285.7888,8,1
TS-21505,0.19285714285714287,2243.274,11.377899999999983,6,2
CS-12175,0.1625,844.4580000000001,113.1405,5,0
