Order_Discount_Group,Order_Profit_Margin
>30%,-34.90177736202058
>0-10%,12.222222222222221
>10-20%,16.157180969319697
>30%,-35.0
0%,35.88067220906842
>10-20%,35.0
0%,15.000000000000002
>20-30%,8.57142857142857
0%,47.00000000000001
0%,28.999999999999996
0%,1.0
>20-30%,32.43362004487659
0%,26.36830986694391
>0-10%,30.275881302989728
>10-20%,7.5
0%,47.0
>30%,-17.766262547255895
>10-20%,12.5
0%,46.0
>10-20%,7.795979942206357
>10-20%,-6.260121457489879
0%,23.240200122616734
0%,36.852589641434264
>30%,-86.57005081406201
0%,36.0
>30%,-70.0
0%,31.146399707911065
>10-20%,-20.0
0%,13.106534176452875
>30%,-7.2112105549372085
0%,32.39769256871394
0%,37.733836715431806
>30%,-70.74416465783571
0%,41.44925575101488
0%,29.516375965605228
>10-20%,28.749999999999996
>30%,-9.082832505879276
0%,50.0
0%,48.0
0%,31.0
>0-10%,1.4860266868486558
>0-10%,18.360679897818823
>30%,-66.66666666666667
0%,38.99999999999999
>10-20%,35.0
0%,26.0
>10-20%,10.0
0%,20.542994600726907
>10-20%,26.25
>30%,-76.66666666666666
>30%,-150.0
>30%,-150.0
0%,27.999999999999996
>10-20%,-1.25
0%,25.999999999999996
>30%,-49.49605848922069
>10-20%,33.75
0%,47.0
>10-20%,6.25
0%,17.370010550378055
>30%,-170.00000000000003
>0-10%,46.24331073849447
0%,47.99999999999999
>0-10%,37.24698190125451
0%,50.0
>10-20%,6.25
>30%,-73.99999999999999
>30%,31.48442186425551
0%,26.0
>0-10%,12.98752459522837
>0-10%,15.253864182297407
0%,40.0
>10-20%,36.24999999999999
>20-30%,18.153995248218084
0%,42.58808790520436
>10-20%,37.50000000000001
>30%,-67.14006514657981
0%,42.00000000000001
>0-10%,22.18579619093645
>20-30%,-2.857142857142857
0%,13.999999999999998
>10-20%,-8.660460685833046
>30%,-23.289804469273744
>0-10%,33.05161009008341
0%,25.0
0%,30.0
>10-20%,11.249999999999998
>20-30%,2.5469642149001057
0%,30.0
0%,46.0
0%,23.0
0%,21.361025625164306
>20-30%,-13.186952638628254
>0-10%,17.432527448753312
>10-20%,0.0
>10-20%,23.486842105263158
>10-20%,21.23296422487223
0%,29.000000000000004
0%,46.61076713076714
0%,32.0
>0-10%,42.63441541973116
>0-10%,27.719867052705645
>30%,-14.744579862591117
>30%,-77.04019417020378
>20-30%,-14.3700921250114
0%,50.0
>30%,-170.00000000000003
0%,46.0
0%,46.0
0%,5.0
0%,31.0
>0-10%,33.459803870155746
>30%,31.641516633711454
>0-10%,2.2222222222222223
>20-30%,-15.714285714285714
>30%,-2.1963451277280535
0%,40.852750676395836
>30%,-212.7310412456912
>0-10%,35.7837468237031
>10-20%,15.0
0%,27.31478503270076
>10-20%,36.25
>0-10%,10.685510216248085
>10-20%,33.75
0%,28.999999999999996
>10-20%,33.75
>10-20%,22.781173594132028
0%,26.0
0%,47.99999999999999
>30%,-4.590907668721257
>0-10%,1.439606612722702
0%,36.0
0%,30.000000000000004
>30%,12.204530017242282
>10-20%,12.5
>10-20%,36.25
0%,41.0
0%,46.00000000000001
>10-20%,35.0
>0-10%,36.91999478656447
0%,46.0
>0-10%,35.14492212385493
0%,28.999999999999996
>30%,6.9954403248352515
0%,40.0
0%,25.475791078917272
0%,44.0
0%,25.0
0%,48.99999999999999
>30%,-90.0
>20-30%,-22.641728877455726
0%,27.0
0%,25.0
0%,33.0
0%,26.0
>10-20%,11.25
>10-20%,10.0
>0-10%,21.11111111111111
>10-20%,12.5
0%,35.00496301598664
>10-20%,13.749999999999998
>10-20%,0.24917296427812663
0%,27.00566824201584
>20-30%,-8.571428571428571
>10-20%,36.25
>10-20%,-5.0
>10-20%,11.25
>10-20%,31.25
>0-10%,33.43361425594667
0%,1.0
>10-20%,34.475190839694655
0%,30.304368734904997
0%,25.458321581497913
0%,17.0
0%,45.0
0%,27.0
>0-10%,39.25254886680954
0%,22.0
>10-20%,5.0
0%,26.999999999999996
>30%,21.933035337775152
>10-20%,10.0
0%,47.0
>10-20%,-9.756994261119083
>20-30%,28.88323718792637
0%,30.000000000000004
>10-20%,35.0
0%,26.999999999999996
0%,25.0
0%,13.0
>10-20%,18.451882845188287
>30%,-73.33333333333333
0%,47.0
0%,37.0
0%,26.151144178325826
>10-20%,28.273543287788737
>10-20%,1.1764705882352942
0%,19.0
>10-20%,22.247550353837774
>20-30%,-15.689586720611032
>20-30%,1.034765086976483
>0-10%,43.49003581959589
>10-20%,31.25
0%,38.89195148842337
>10-20%,33.75
>30%,9.249705211252508
>30%,-130.0
0%,45.365287978353315
>10-20%,-4.189066394881934
>30%,-70.0
>30%,-73.33333333333333
0%,42.01790763430726
>0-10%,22.170392055691828
0%,30.81922196796339
>0-10%,12.718185070606308
>10-20%,12.446752672725767
0%,27.22525964591293
0%,49.0
>10-20%,35.0
0%,23.612244897959187
>20-30%,-45.53373933959602
0%,47.99999999999999
>10-20%,-3.0776115292821737
0%,32.99999999999999
0%,46.0
>10-20%,6.25
0%,49.0
0%,27.9202821706856
>30%,14.120272389328129
>10-20%,16.25
>10-20%,17.430817610062892
>0-10%,1.1111111111111112
>10-20%,12.5
>0-10%,14.803037275655775
0%,50.0
0%,25.776367211204704
>10-20%,36.25
0%,27.826856391247162
0%,19.86727480409934
>30%,-134.7532912427441
0%,41.0
0%,48.99999999999999
>10-20%,12.5
>10-20%,36.25
0%,43.0
0%,46.0
>0-10%,-2.862343978622409
0%,32.825651302605216
>30%,-17.722314660750595
0%,33.78860783567896
0%,27.054816391697713
0%,44.0
0%,50.0
>10-20%,25.31401646534311
>0-10%,39.44257112750263
0%,27.619234543670263
>10-20%,11.249999999999998
0%,22.86963101800381
0%,28.089310378579434
0%,3.0
>0-10%,43.7403705732019
>0-10%,38.62201312368453
0%,34.0
>20-30%,-7.142857142857142
>10-20%,-1.25
0%,41.58450642651045
>10-20%,12.600408969115781
0%,48.0
>10-20%,35.0
>10-20%,-4.128945504449068
0%,3.9999999999999996
>0-10%,6.666666666666665
>30%,-78.77749582918587
0%,45.35222672064777
>0-10%,26.988497547055484
>0-10%,20.724850074898495
0%,15.44249872938132
0%,33.11105969458585
>10-20%,12.5
>0-10%,-2.8120568665236516
>10-20%,23.75
>10-20%,12.5
>10-20%,33.75
>10-20%,8.75
>10-20%,7.5
>30%,7.98624651312211
0%,26.692396461084755
>20-30%,-4.285714285714286
0%,1.0
>10-20%,-6.25
0%,1.0
0%,37.23404255319148
0%,25.04013865434184
0%,45.0
>30%,11.336903646181996
>10-20%,32.50000000000001
>10-20%,5.88235294117647
0%,48.0
>10-20%,-23.75
0%,31.0
>10-20%,-16.25
0%,22.318456923319825
>30%,4.688493880107942
>10-20%,6.350488288160781
0%,49.0
0%,43.067343867569605
0%,28.000000000000004
>20-30%,0.3679144572582218
>10-20%,34.13745387453875
>10-20%,-9.192605670220878
>20-30%,12.113492879166053
0%,30.74694743584611
0%,25.999999999999996
0%,44.47745039085989
>10-20%,-3.342000487527424
>10-20%,32.5
>10-20%,37.5
0%,15.345657212228234
0%,46.0
0%,30.0
>0-10%,28.54289940828403
>0-10%,39.65929203539823
>10-20%,1.25
>10-20%,39.88129638142773
>10-20%,-3.1298012692050765
0%,18.440925580939304
>0-10%,12.855634035249853
0%,47.99999999999999
0%,27.15098441840802
0%,45.24119959769589
>10-20%,-2.508428018479211
>10-20%,10.0
0%,36.0
>0-10%,-2.285048141271966
0%,32.549947698744774
>10-20%,6.25
>10-20%,6.25
>10-20%,9.230900659852857
>30%,-23.52941176470588
>10-20%,6.25
>30%,-160.0
>10-20%,7.500000000000003
0%,26.0
0%,26.0
0%,25.0
>10-20%,-5.393217565233202
>10-20%,32.5
>30%,18.768536561872512
0%,50.0
0%,27.0
>30%,-118.58774662512978
0%,46.587286884534116
>20-30%,-14.975542268513822
>20-30%,17.095667640706388
>10-20%,36.10849056603774
>0-10%,17.77777777777778
>10-20%,27.500000000000004
>10-20%,-7.5
0%,47.99999999999999
>30%,-83.33333333333334
0%,19.700211284138042
0%,19.0
>10-20%,5.88235294117647
0%,9.26101134831949
>10-20%,8.75
>10-20%,35.0
0%,14.000000000000002
0%,36.00672758309067
0%,49.00000000000001
0%,33.93103448275862
>30%,-155.0
0%,47.0
0%,48.99999999999999
>0-10%,43.25760960625524
>20-30%,-20.228605912974576
0%,22.170271634480567
>30%,-5.035411817146251
0%,28.28210205141522
>30%,-18.29155457389032
0%,42.0
>30%,-66.66666666666667
>10-20%,12.394275700934578
>30%,-22.089727660891853
>10-20%,-0.011401056596621991
0%,19.0
0%,35.10369700034602
>10-20%,30.0
>10-20%,-6.25
0%,48.86324926301997
>10-20%,16.25
0%,30.8141244870041
>10-20%,28.342637663522964
>10-20%,11.249999999999998
>0-10%,15.154289873462066
>10-20%,32.5
0%,45.19553409776705
0%,36.0
>0-10%,33.90779917903379
0%,29.000000000000004
0%,27.93380358111774
>10-20%,26.155547860880272
0%,27.0
0%,10.0
0%,31.87063197026022
>0-10%,31.54380274466948
>10-20%,35.0
>10-20%,16.162220506662088
>10-20%,7.5
>30%,-50.50840037213376
0%,47.0
>10-20%,7.5
>10-20%,27.499999999999996
0%,30.000000000000004
>0-10%,24.044060522568884
0%,28.075039914848322
>20-30%,-8.340390159463515
>30%,-155.0
>10-20%,10.0
0%,33.0
0%,5.0
0%,26.19798255269513
>10-20%,7.500000000000001
0%,28.130168921226407
>20-30%,8.864725983181126
>30%,-22.278291047226
0%,29.270352116857673
>10-20%,7.500000000000001
>10-20%,17.5
>30%,-9.716267776621574
>10-20%,2.8237650200267024
>20-30%,12.826206710181681
0%,48.99999999999999
0%,29.917119565217394
>30%,-8.3105156076486
0%,49.0
>10-20%,6.25
>30%,-105.080324799188
>30%,-149.99999999999997
0%,27.999999999999996
>10-20%,26.25
0%,46.0
>30%,-12.702875021362184
>10-20%,32.39191729323308
0%,45.5932426948052
0%,28.999999999999996
>0-10%,34.17784212130449
>10-20%,-21.250000000000004
>10-20%,10.0
>20-30%,0.0
>10-20%,36.24999999999999
>10-20%,35.0
0%,29.175199242257534
>10-20%,11.249999999999998
>10-20%,11.249999999999998
>10-20%,6.528007705505223
0%,47.89058974202599
0%,43.00000000000001
>0-10%,41.39788433582964
>30%,-26.044312685286314
0%,41.936908517350155
0%,38.36762449065989
>30%,-5.7870030805339585
0%,38.0
0%,23.986591106847236
0%,48.00000000000001
0%,20.437400892429103
>10-20%,14.070965588526638
0%,36.0
>30%,-26.567778090733384
>10-20%,-23.75
>20-30%,10.460425694621463
0%,48.00000000000001
>10-20%,35.0
0%,32.0
0%,48.0
0%,34.0
>10-20%,10.0
>10-20%,31.25
>10-20%,28.749999999999996
>30%,-150.00000000000003
>30%,-117.5
0%,24.000000000000004
0%,24.0
0%,39.0
>10-20%,26.249999999999996
0%,13.0
0%,25.750980816162617
>30%,-80.0
>10-20%,-16.25
>10-20%,6.484832557441058
>0-10%,31.840521923054936
>10-20%,16.25
>20-30%,-0.8045277507302823
0%,47.99999999999999
0%,10.999999999999998
>30%,-8.728513816749572
>10-20%,36.25000000000001
>10-20%,1.4085908606531685
>30%,-14.722572631824091
0%,48.0
0%,49.73066924481685
0%,49.0
>10-20%,-4.458239277652369
0%,33.0
>10-20%,8.75
0%,47.00000000000001
0%,48.00000000000001
>10-20%,13.711304782432135
0%,48.99999999999999
>0-10%,37.335530930004204
>30%,-68.70572658060244
>10-20%,10.0
0%,24.09724050836983
0%,47.0
>0-10%,36.15459332943241
>10-20%,32.5
>30%,16.601765904460038
>0-10%,22.222222222222225
0%,50.0
0%,42.00000000000001
>10-20%,-18.749999999999996
0%,34.0
>0-10%,33.570508646262944
0%,26.0
0%,30.0
0%,30.0
>30%,-78.10139679255043
>20-30%,-48.058068106185424
0%,47.92372591884138
0%,10.0
0%,49.0
>0-10%,36.97406948218101
>30%,0.7547055911719598
0%,50.0
0%,47.0
>10-20%,31.25
>20-30%,25.85406044627106
>10-20%,35.0
>30%,-80.0
>0-10%,28.75880646498135
0%,21.405754389470268
0%,47.123402929261445
0%,47.99999999999999
>10-20%,10.0
>30%,-66.66666666666666
>10-20%,31.84836590836271
>10-20%,33.75
>30%,-204.99999999999997
>0-10%,11.02558505765519
0%,24.000000000000004
0%,48.275167785234906
>10-20%,8.75
0%,46.0
0%,26.0
0%,50.0
>0-10%,19.15051149550378
0%,0.0
>10-20%,0.0
>20-30%,15.276523308076875
>10-20%,16.93979131588973
0%,48.00000000000001
>10-20%,12.238734230556506
>0-10%,28.390565285502
>10-20%,-2.5
0%,48.0
0%,47.0
0%,37.00000000000001
>10-20%,35.234511132623425
>30%,-13.924398211262496
>20-30%,30.019432240621835
>30%,-254.99999999999997
>10-20%,32.5
>10-20%,33.75
>30%,5.97503154040883
>10-20%,35.0
0%,27.959783449342613
>30%,-265.0
>10-20%,-18.75
>10-20%,36.25
>30%,13.265589497601615
>10-20%,33.75
>0-10%,5.809323766881268
0%,1.0
>20-30%,-2.5322183964584353
>30%,-76.66666666666667
0%,26.0
0%,49.00000000000001
0%,23.0
0%,18.0
>10-20%,28.750000000000004
0%,37.47243779101787
>10-20%,17.5
0%,45.42234332425068
0%,26.90390162441172
>10-20%,10.0
>0-10%,9.790240945376462
0%,29.78600317781308
>0-10%,-1.2922303588952984
0%,47.0
>20-30%,13.317573795450066
0%,29.000000000000004
0%,45.0
0%,47.99999999999999
0%,27.966805115223604
0%,26.0
>0-10%,15.113333333333333
>20-30%,-25.543564338201442
>10-20%,32.5
0%,34.997445721583645
0%,46.00000000000001
>30%,-21.920262539358728
>20-30%,-12.237122745294089
>10-20%,34.568141063956965
>30%,-17.84709366901148
>0-10%,24.141814417784335
0%,30.0
>20-30%,10.455014749262538
>10-20%,31.249999999999993
>0-10%,12.637083070699132
>30%,-1.6472191808370384
>0-10%,41.950655645089356
0%,17.000000000000004
>10-20%,33.75
0%,33.0
>10-20%,-10.61576946702157
>0-10%,38.87679621657673
0%,29.905719237435008
0%,11.174834058500332
>30%,-65.0
>0-10%,32.247359873602846
>0-10%,12.358420990367163
>10-20%,11.25
0%,4.0
>30%,8.412274849899932
>0-10%,28.734567901234563
0%,49.0
0%,46.17754569190601
0%,28.356486013085362
0%,24.000000000000004
>10-20%,35.0
>10-20%,36.25000000000001
>10-20%,10.0
>10-20%,-3.75
0%,48.0
>10-20%,31.249999999999993
>10-20%,8.807206284153006
>30%,9.501649591943046
0%,48.26199851016282
>0-10%,31.12312961961421
0%,25.770401623584704
0%,46.0
>10-20%,35.0
>0-10%,33.81591211717709
>10-20%,-12.5
0%,45.016624128455625
0%,19.0
0%,34.0
>10-20%,7.5
>10-20%,13.325126801805725
0%,35.63999036763526
0%,31.498093305239205
>10-20%,11.249999999999998
>0-10%,10.571830204975281
>10-20%,10.588235294117647
>30%,32.800047270148895
>0-10%,25.65576143053895
>30%,-76.66666666666666
>0-10%,6.671221967380224
>0-10%,11.111111111111112
>30%,-28.782892851000398
>10-20%,6.25
>10-20%,3.926834754295018
0%,25.0
>0-10%,44.90134897799036
0%,48.99999999999999
0%,42.0
>10-20%,30.16511127063891
0%,36.00000000000001
>20-30%,-11.351081366213899
0%,33.665139865859636
0%,30.0
0%,26.177043854899836
0%,16.599595813862205
>10-20%,15.000000000000002
0%,26.0
>30%,-270.0
>30%,-20.82958757104947
0%,29.921641791044777
0%,27.0
0%,45.0
0%,15.490765465064532
0%,49.0
0%,26.0
>20-30%,-10.730794761933497
0%,0.0
>30%,-80.00000000000001
>30%,-165.0
0%,31.905076351630214
0%,48.00000000000001
>10-20%,37.49999999999999
>10-20%,5.475097666673783
>10-20%,7.5
0%,36.0
>30%,-49.58951073514129
>20-30%,-20.0
>10-20%,33.073000321233536
>30%,-74.47461544016754
>20-30%,4.113208699902248
0%,43.00000000000001
>30%,0.47943707160565874
0%,31.188630490956076
0%,21.0
>10-20%,-3.75
0%,46.0
>10-20%,35.0
>10-20%,7.5
0%,23.698924510488077
0%,19.020001468896126
0%,27.0
>10-20%,11.712923856642934
0%,37.63622170179548
0%,27.315872598052117
>10-20%,6.25
>10-20%,11.25
>0-10%,16.4956130418112
>30%,-73.33333333333333
>20-30%,-10.877890893684894
0%,48.0
>30%,-160.0
0%,45.741464838050774
0%,30.000000000000004
0%,39.551485551485555
0%,25.999999999999996
>10-20%,7.5
0%,45.614891913530826
>30%,-134.35022909164866
>30%,-61.296367671881015
0%,35.92203082502266
0%,3.0000000000000004
0%,36.60174681256902
>30%,-150.0
>10-20%,31.25
0%,45.391226499552374
>0-10%,22.059374174503805
>0-10%,22.222222222222225
>10-20%,-11.249999999999998
0%,25.999999999999996
0%,46.0
0%,25.053291816538714
>30%,-101.85814474730677
>20-30%,-32.857142857142854
>10-20%,26.25
0%,32.99999999999999
0%,26.999999999999996
0%,27.999999999999996
>30%,1.6985855664512644
0%,45.0
0%,29.558883538725212
>20-30%,27.202335444101223
>30%,25.881604073838314
0%,4.0
>10-20%,17.733666061705993
0%,48.99999999999999
>0-10%,12.147962712869328
>0-10%,23.63172234046764
>10-20%,35.0
>30%,-50.11481369577295
>0-10%,13.892954619932393
>10-20%,10.0
>30%,-50.748036057231715
0%,0.0
0%,46.0
0%,36.63904962897406
>0-10%,7.45031895038859
>10-20%,37.5
>10-20%,33.75
0%,33.61013695915992
0%,30.411630950281676
>0-10%,19.054178036519097
0%,37.0
>0-10%,27.828833642392432
>10-20%,1.25
0%,29.329402515723267
>30%,-73.33333333333333
0%,27.999999999999996
0%,21.0
0%,48.166336419641894
>10-20%,16.25
>10-20%,33.92680201154777
>10-20%,26.25
0%,30.000000000000004
>10-20%,16.249999999999996
>10-20%,33.75
>20-30%,-0.595443178660739
>10-20%,14.505305572623719
>10-20%,20.0
>10-20%,18.439700704225352
0%,31.0
>30%,-73.1044600938967
0%,43.622594967932905
>10-20%,-13.749999999999998
0%,49.00000000000001
>0-10%,25.388973611251707
>0-10%,39.29820451012638
0%,6.034935766024327
>10-20%,7.5
>10-20%,33.340115593300304
>30%,-2.6411641055378383
>10-20%,32.49999999999999
>10-20%,-11.25
0%,3.0
>10-20%,14.055380912770573
0%,49.64548919949174
0%,27.536059850374066
>10-20%,-5.0
0%,25.0
0%,21.50135992747054
0%,45.38613861386139
0%,33.059457840347456
>10-20%,33.98186252860641
0%,39.492369014527725
>0-10%,-17.05164397210229
>10-20%,9.06104166226746
0%,46.0
0%,38.72612883929124
>10-20%,13.135714285714284
0%,47.99999999999999
>10-20%,8.148647663483269
>0-10%,14.124880001634022
>0-10%,14.734884402198627
>30%,-150.0
0%,31.169921875
>0-10%,47.039861672893444
>30%,31.405457000512175
0%,28.310573671112248
>0-10%,-1.1111111111111112
0%,38.0
0%,47.0
>30%,8.747449765159978
0%,39.0
0%,47.58127080176091
0%,29.000000000000004
0%,34.247747747747745
0%,49.0
0%,43.0
0%,34.0
0%,34.108007448789564
>10-20%,-15.675503904122026
>10-20%,16.25
>30%,-136.66666666666666
0%,28.000000000000004
0%,28.000000000000004
0%,28.999999999999996
0%,0.9999999999999999
0%,46.0
>10-20%,13.889556440538314
>30%,-34.19110677114346
0%,44.93566878980892
>20-30%,13.939435642142547
>10-20%,12.5
>10-20%,8.75
>10-20%,32.5
0%,27.030230572160548
>10-20%,1.25
>0-10%,28.469152125737914
>30%,-23.231070162478105
0%,26.0
>10-20%,20.0
>20-30%,16.429386944651277
>0-10%,16.723707403055233
>10-20%,18.749999999999996
0%,38.70230505149582
>10-20%,8.524176408076515
>10-20%,4.7058823529411775
0%,33.644277507733094
0%,27.999999999999996
0%,34.89090909090909
>10-20%,-7.950506120527306
0%,30.0
0%,32.25546277313866
>10-20%,12.5
>0-10%,32.61321324679777
>0-10%,14.203925759680814
>20-30%,12.988323239703794
>30%,7.885736854619976
0%,42.20084715848924
>30%,-208.52656029085034
>30%,-165.0
0%,38.0
0%,28.999999999999996
0%,28.999999999999996
0%,44.10088272383355
>30%,-14.95001824730654
0%,29.19624803879886
>20-30%,-3.6610998298932342
>0-10%,12.324371073953813
>0-10%,7.594935245143384
0%,31.010569754540317
>0-10%,32.669753086419746
>30%,-76.66666666666666
>30%,-21.08753709198813
>0-10%,39.34410718340777
0%,20.18644319193118
>10-20%,36.25
0%,40.239768637771185
0%,5.0
0%,25.999999999999996
>0-10%,33.06953557071133
>0-10%,34.23787654773275
0%,6.999999999999999
0%,30.173203748698363
>20-30%,6.933835723344065
0%,25.57482711459558
0%,5.0
0%,40.60414067373676
0%,47.0
>30%,-55.00000000000001
>0-10%,17.676666342838676
0%,49.00000000000001
>10-20%,32.5
0%,42.00000000000001
0%,0.0
>30%,-20.66922495493924
0%,45.0
>30%,-17.8255003654685
>30%,-81.782131661442
>30%,-40.0
>10-20%,27.500000000000004
>20-30%,10.315176745813915
>10-20%,35.0
>20-30%,4.62145029295904
>10-20%,36.25
>20-30%,9.730904476849133
>10-20%,10.0
0%,40.89257053449755
>10-20%,33.75
0%,26.0
>30%,-16.687564520868968
0%,25.414756015450585
>10-20%,32.5
0%,31.0
0%,28.999999999999996
>10-20%,0.9720120199162118
0%,28.999999999999996
>0-10%,13.408068471570331
>10-20%,-1.25
>0-10%,37.34263008101234
0%,48.73020753266718
>10-20%,6.25
0%,45.35120147874307
0%,37.00000000000001
0%,46.0
>30%,9.129901382531969
0%,26.0
0%,37.05400284225486
0%,48.00000000000001
>20-30%,-17.142857142857142
0%,30.0
0%,27.999999999999996
0%,32.0
>10-20%,-8.75
>10-20%,11.25
>30%,-73.33333333333334
0%,39.0
0%,50.0
>30%,-40.0
0%,26.999999999999996
>30%,-15.341227125941877
>0-10%,7.258284351307605
>0-10%,31.579270291919205
>30%,-1.9006584584435418
0%,20.394776660467166
0%,47.0
0%,32.0
>20-30%,3.628407515786231
>30%,-70.0
0%,46.0
>0-10%,18.544553633874276
0%,29.501573676680977
>10-20%,36.25
>10-20%,34.632462686567166
0%,26.224084199525997
0%,45.00666269432858
0%,46.0
0%,27.999999999999996
>10-20%,37.49999999999999
0%,29.000000000000004
>10-20%,35.0
>0-10%,43.93858913428385
>10-20%,35.0
0%,34.28738461538462
>30%,-70.0
>10-20%,-4.897212880569031
0%,26.999999999999996
>10-20%,33.75
>10-20%,25.0
0%,45.0
0%,17.310226630127453
0%,7.836065573770493
0%,37.99999999999999
>10-20%,12.229603014829728
>20-30%,-5.714285714285714
0%,3.0000000000000004
0%,20.0
>0-10%,1.2217371956517127
0%,36.0
>30%,19.191440287032293
0%,25.274512465895604
0%,47.0
>10-20%,-4.27519818799547
>10-20%,33.75
0%,29.000000000000004
>20-30%,-13.440178526144953
>10-20%,-22.5
>30%,-20.105338749879962
>20-30%,34.86947174447174
0%,28.999999999999996
0%,5.0
0%,27.999999999999996
>10-20%,10.0
0%,44.00000000000001
0%,49.00000000000001
0%,26.0
0%,47.0
>10-20%,32.5
